sheet,row,row_label,range,cells,sample_formula,r1c1_pattern,target_id,verdict
ТЭПы,20,Площадь жилой застройки,C20:C20,1,=210038+420,=210038+420,TEP.RES_GFA,keep
ТЭПы,20,Площадь жилой застройки,D20:D20,1,=C20/C19,=R[0]C[-1]/R[-1]C[-1],TEP.RES_GFA,keep
ТЭПы,21,Площадь нежилой застройки,D21:D21,1,=C21/C19,=R[0]C[-1]/R[-2]C[-1],TEP.NONRES_GFA,keep
ТЭПы,22,Площадь Квартир (продаваемая?),D22:D22,1,=C22/C20,=R[0]C[-1]/R[-2]C[-1],TEP.APT_EFFICIENCY,keep
ТЭПы,23,Площадь коммерции продаваемая,C23:C23,1,=10322,=10322,TEP.COMM_AREA,keep
ТЭПы,26,МОП под отделку+ ресепшн,C26:C26,1,=51775+7719,=51775+7719,TEP.MOP_AREA,keep
ТЭПы,26,МОП под отделку+ ресепшн,D26:D26,1,=C26/C19,=R[0]C[-1]/R[-7]C[-1],TEP.MOP_AREA,keep
ТЭПы,27,Количество парковочных мест ЖК,D27:D27,1,=I44,=R[17]C[5],F.TEP.PARKING_COUNT,keep
ТЭПы,28,Кол-во квартир,D28:D28,1,=C28/C27,=R[0]C[-1]/R[-1]C[-1],F.TEP.PARKING_COUNT,keep
ТЭПы,29,Площадь благоустройства,C29:C29,1,=C15*D29,=R[-14]C[0]*R[0]C[1],F.TEP.LANDSCAPE_AREA,keep
ТЭПы,30,Внутриквартальный проезд,C30:C30,1,=$C$29*D30,=R29C3*R[0]C[1],F.TEP.LANDSCAPE_AREA,keep
ТЭПы,31,Озеленение,C31:C31,1,=$C$29*D31,=R29C3*R[0]C[1],F.TEP.LANDSCAPE_AREA,keep
ТЭПы,32,Зона наземной парковки,C32:C32,1,=$C$29*D32,=R29C3*R[0]C[1],F.TEP.LANDSCAPE_AREA,keep
ТЭПы,32,Зона наземной парковки,D32:D32,1,=D29-D30-D31,=R[-3]C[0]-R[-2]C[0]-R[-1]C[0],F.TEP.LANDSCAPE_AREA,keep
ТЭПы,33,Площадь застройки,C33:C33,1,=C15-C29,=R[-18]C[0]-R[-4]C[0],F.TEP.LANDSCAPE_AREA,keep
ТЭПы,33,Площадь застройки,D33:D33,1,=C33/C15,=R[0]C[-1]/R[-18]C[-1],F.TEP.LANDSCAPE_AREA,keep
ТЭПы,34,Площадь подземной парковки,C34:C34,1,=E49,=R[15]C[2],F.TEP.GFA_BELOW_EST,keep
ТЭПы,38,Квартирография - цены старта продаж,E38:F38,2,=E44+E51,=R[6]C[0]+R[13]C[0],F.TEP.SALEABLE_AREA,keep
ТЭПы,41,Квартиры Тип 1,E41:E41,1,=D41*F41,=R[0]C[-1]*R[0]C[1],F.TEP.APT_TYPE_AREA,keep
ТЭПы,41,Квартиры Тип 1,H41:J41,2,=G41*D41,=R[0]C[-1]*R[0]C[-4],F.SALES.WAVG_PRICE,keep
ТЭПы,42,Квартиры Тип 2,E42:E42,1,=F42*D42,=R[0]C[1]*R[0]C[-1],F.TEP.APT_TYPE_AREA,keep
ТЭПы,42,Квартиры Тип 2,H42:J42,2,=G42*D42,=R[0]C[-1]*R[0]C[-4],F.SALES.WAVG_PRICE,keep
ТЭПы,43,Квартиры Тип 3,E43:E43,1,=F43*D43,=R[0]C[1]*R[0]C[-1],F.TEP.APT_TYPE_AREA,keep
ТЭПы,43,Квартиры Тип 3,H43:J43,2,=G43*D43,=R[0]C[-1]*R[0]C[-4],F.SALES.WAVG_PRICE,keep
ТЭПы,44,,D44:D44,1,=E44/F44,=R[0]C[1]/R[0]C[2],F.TEP.APT_TYPE_AREA,keep
ТЭПы,44,,E44:E44,1,=SUM(E41:E43),=SUM(R[-3]C[0]:R[-1]C[0]),F.TEP.APT_TYPE_AREA,keep
ТЭПы,44,,G44:I44,3,=AVERAGE(G41:G43),=AVERAGE(R[-3]C[0]:R[-1]C[0]),F.TEP.APT_TYPE_AREA,keep
ТЭПы,48,ПСН,E48:E48,1,=C23,=R[-25]C[-2],F.TEP.SALEABLE_AREA,keep
ТЭПы,48,ПСН,F48:F48,1,=E48/D48,=R[0]C[-1]/R[0]C[-2],F.TEP.SALEABLE_AREA,keep
ТЭПы,48,ПСН,H48:H48,1,=G48*D48,=R[0]C[-1]*R[0]C[-4],F.TEP.SALEABLE_AREA,keep
ТЭПы,49,Машиноместа,E49:E49,1,=D49*F49,=R[0]C[-1]*R[0]C[1],F.TEP.GFA_BELOW_EST,keep
ТЭПы,49,Машиноместа,F49:F49,1,=J44,=R[-5]C[4],F.TEP.PARKING_COUNT,fix
ТЭПы,49,Машиноместа,H49:H49,1,=G49*D49,=R[0]C[-1]*R[0]C[-4],SALES.PRODUCTS,fix
ТЭПы,50,Прочие помещения,H50:H50,1,=G50*D50,=R[0]C[-1]*R[0]C[-4],F.TEP.SALEABLE_AREA,keep
ТЭПы,51,,E51:F51,2,=SUM(E48:E50),=SUM(R[-3]C[0]:R[-1]C[0]),F.TEP.SALEABLE_AREA,keep
ТЭПы,51,,G51:G51,1,=AVERAGE(G48:G50),=AVERAGE(R[-3]C[0]:R[-1]C[0]),F.TEP.SALEABLE_AREA,keep
Бюджет,5,,C5:C5,1,='План продаж'!C27,='План продаж'!R[22]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,5,,D5:D5,1,='План продаж'!D31,='План продаж'!R[26]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,5,,E5:E5,1,='План продаж'!D29,='План продаж'!R[24]C[-1],F.SALES.REVENUE_TOTAL,fix
Бюджет,5,,F5:F5,1,='План продаж'!D27,='План продаж'!R[22]C[-2],F.SALES.REVENUE_TOTAL,fix
Бюджет,5,,G5:G5,1,='План продаж'!I8,='План продаж'!R[3]C[2],F.SALES.REVENUE_TOTAL,fix
Бюджет,6,,C6:C6,1,='План продаж'!C32,='План продаж'!R[26]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,6,,D6:D6,1,='План продаж'!D36,='План продаж'!R[30]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,6,,E6:E6,1,='План продаж'!D34,='План продаж'!R[28]C[-1],F.SALES.REVENUE_TOTAL,fix
Бюджет,6,,F6:F6,1,='План продаж'!D32,='План продаж'!R[26]C[-2],F.SALES.REVENUE_TOTAL,fix
Бюджет,6,,G6:G6,1,='План продаж'!I9,='План продаж'!R[3]C[2],F.SALES.REVENUE_TOTAL,fix
Бюджет,7,,C7:C7,1,='План продаж'!C37,='План продаж'!R[30]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,7,,D7:D7,1,='План продаж'!D41,='План продаж'!R[34]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,7,,E7:E7,1,='План продаж'!D39,='План продаж'!R[32]C[-1],F.SALES.REVENUE_TOTAL,fix
Бюджет,7,,F7:F7,1,='План продаж'!D37,='План продаж'!R[30]C[-2],F.SALES.REVENUE_TOTAL,fix
Бюджет,7,,G7:G7,1,='План продаж'!I10,='План продаж'!R[3]C[2],F.SALES.REVENUE_TOTAL,fix
Бюджет,8,,C8:C8,1,='План продаж'!C42,='План продаж'!R[34]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,8,,D8:D8,1,='План продаж'!D46,='План продаж'!R[38]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,8,,E8:E8,1,='План продаж'!D44,='План продаж'!R[36]C[-1],F.SALES.REVENUE_TOTAL,fix
Бюджет,8,,F8:F8,1,='План продаж'!D42,='План продаж'!R[34]C[-2],F.SALES.REVENUE_TOTAL,fix
Бюджет,8,,G8:G8,1,='План продаж'!I15,='План продаж'!R[7]C[2],F.SALES.REVENUE_TOTAL,fix
Бюджет,9,,C9:C9,1,='План продаж'!C47,='План продаж'!R[38]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,9,,D9:D9,1,='План продаж'!I16,='План продаж'!R[7]C[5],F.SALES.REVENUE_TOTAL,fix
Бюджет,9,,E9:E9,1,='План продаж'!D48,='План продаж'!R[39]C[-1],F.SALES.REVENUE_TOTAL,fix
Бюджет,9,,F9:F9,1,='План продаж'!D47,='План продаж'!R[38]C[-2],F.SALES.REVENUE_TOTAL,fix
Бюджет,9,,G9:G9,1,='План продаж'!I16,='План продаж'!R[7]C[2],F.SALES.REVENUE_TOTAL,fix
Бюджет,10,,C10:C10,1,='План продаж'!C52,='План продаж'!R[42]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,10,,D10:D10,1,='План продаж'!D56,='План продаж'!R[46]C[0],F.SALES.REVENUE_TOTAL,fix
Бюджет,10,,E10:E10,1,='План продаж'!D54,='План продаж'!R[44]C[-1],F.SALES.REVENUE_TOTAL,fix
Бюджет,10,,F10:F10,1,='План продаж'!D52,='План продаж'!R[42]C[-2],F.SALES.REVENUE_TOTAL,fix
Бюджет,10,,G10:G10,1,='План продаж'!I17,='План продаж'!R[7]C[2],F.SALES.REVENUE_TOTAL,fix
Бюджет,12,ИТОГО,F12:F12,1,=SUM(F5:F11),=SUM(R[-7]C[0]:R[-1]C[0]),F.SALES.REVENUE_TOTAL,fix
Бюджет,16,Правообладание,F16:F16,1,=SUM(F17:F19),=SUM(R[1]C[0]:R[3]C[0]),F.CAPEX.ITEM_TOTAL,replace
Бюджет,16,Правообладание,G16:G16,1,=F16/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,17,,C17:C17,1,='CF1 '!A21,='R[-16]C[81] '!R[4]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,17,,D17:D17,1,=F17/E17,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,17,,E17:E17,1,=ТЭПы!C15,=ТЭПы!R[-2]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,17,,F17:F17,1,=2440190898-F22,=2440190898-R[5]C[0],F.CAPEX.ITEM_TOTAL,replace
Бюджет,17,,G17:G17,1,=F17/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,18,Юридические расходы на покупку,D18:D18,1,=F18/E18,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,18,Юридические расходы на покупку,E18:E18,1,=ТЭПы!C15,=ТЭПы!R[-3]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,18,Юридические расходы на покупку,G18:G18,1,=F18/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,19,Агентское вознаграждение,E19:E19,1,=F17,=R[-2]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,19,Агентское вознаграждение,G19:G19,1,=F19/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,20,,B20:B20,1,='CF1 '!A23,='R[-19]C[82] '!R[3]C[-1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,20,,F20:F20,1,=SUM(F21:F22),=SUM(R[1]C[0]:R[2]C[0]),F.CAPEX.ITEM_TOTAL,replace
Бюджет,20,,G20:G20,1,=F20/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,21,,C21:C21,1,='CF1 '!A24,='R[-20]C[81] '!R[3]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,21,,D21:D21,1,=F21/E21,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,21,,E21:E21,1,=ТЭПы!C15,=ТЭПы!R[-6]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,21,,G21:G21,1,=F21/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,22,,C22:C22,1,='CF1 '!A25,='R[-21]C[81] '!R[3]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,22,,E22:E22,1,=ТЭПы!C19,=ТЭПы!R[-3]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,22,,F22:F22,1,=E22*D22,=R[0]C[-1]*R[0]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,22,,G22:G22,1,=F22/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,23,ПиР,F23:F23,1,=SUM(F24:F29),=SUM(R[1]C[0]:R[6]C[0]),F.CAPEX.ITEM_TOTAL,replace
Бюджет,23,ПиР,G23:G23,1,=F23/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,24,,C24:C24,1,='CF1 '!A28,='R[-23]C[81] '!R[4]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,24,,D24:D24,1,=F24/E24,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,24,,E24:E24,1,=ТЭПы!C35,=ТЭПы!R[11]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,24,,G24:G24,1,=F24/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,25,,C25:C25,1,='CF1 '!A30,='R[-24]C[81] '!R[5]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,25,,F25:F25,1,=D25*E25,=R[0]C[-2]*R[0]C[-1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,25,,G25:G25,1,=F25/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,26,,C26:C26,1,='CF1 '!A32,='R[-25]C[81] '!R[6]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,26,,D26:D26,1,=F26/E26,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,26,,E26:E26,1,=ТЭПы!C35,=ТЭПы!R[9]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,26,,G26:G26,1,=F26/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,27,,C27:C27,1,='CF1 '!A34,='R[-26]C[81] '!R[7]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,27,,F27:F27,1,=D27*E27,=R[0]C[-2]*R[0]C[-1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,27,,G27:G27,1,=F27/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,28,,C28:C28,1,='CF1 '!A36,='R[-27]C[81] '!R[8]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,28,,F28:F28,1,=D28*E28,=R[0]C[-2]*R[0]C[-1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,28,,G28:G28,1,=F28/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,29,,C29:C29,1,='CF1 '!A38,='R[-28]C[81] '!R[9]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,29,,F29:F29,1,=D29*E29,=R[0]C[-2]*R[0]C[-1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,29,,G29:G29,1,=F29/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,30,СМР,F30:F30,1,=SUM(F31:F49),=SUM(R[1]C[0]:R[19]C[0]),F.CAPEX.ITEM_TOTAL,replace
Бюджет,30,СМР,G30:G30,1,=F30/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,31,,C31:C31,1,='CF1 '!A41,='R[-30]C[81] '!R[10]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,31,,D31:D31,1,=F31/E31,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,31,,E31:E31,1,=ТЭПы!C15,=ТЭПы!R[-16]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,31,,G31:G31,1,=F31/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,32,,C32:C32,1,='CF1 '!A43,='R[-31]C[81] '!R[11]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,32,,D32:D32,1,=F32/E32,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,32,,E32:E32,1,=ТЭПы!C35,=ТЭПы!R[3]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,32,,G32:G32,1,=F32/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,33,,C33:C33,1,='CF1 '!A45,='R[-32]C[81] '!R[12]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,33,,D33:D33,1,=400000*0.22,=400000*0.22,F.CAPEX.ITEM_TOTAL,replace
Бюджет,33,,F33:F33,1,=E33*D33,=R[0]C[-1]*R[0]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,33,,G33:G33,1,=F33/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,34,,C34:C34,1,='CF1 '!A47,='R[-33]C[81] '!R[13]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,34,,D34:D34,1,=400000*0.12,=400000*0.12,F.CAPEX.ITEM_TOTAL,replace
Бюджет,34,,F34:F34,1,=E34*D34,=R[0]C[-1]*R[0]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,34,,G34:G34,1,=F34/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,35,,C35:C35,1,='CF1 '!A49,='R[-34]C[81] '!R[14]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,35,,D35:D35,1,=F35/E35,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,35,,E35:E35,1,=ТЭПы!C35,=ТЭПы!R[0]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,35,,F35:F35,1,=2295331433.88/2,=2295331433.88/2,F.CAPEX.ITEM_TOTAL,replace
Бюджет,35,,G35:G35,1,=F35/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,36,,C36:C36,1,='CF1 '!A51,='R[-35]C[81] '!R[15]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,36,,D36:D36,1,=F36/E36,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,36,,E36:E36,1,=ТЭПы!C35,=ТЭПы!R[-1]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,36,,F36:F36,1,=F35,=R[-1]C[0],F.CAPEX.ITEM_TOTAL,replace
Бюджет,36,,G36:G36,1,=F36/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,37,,C37:C37,1,='CF1 '!A53,='R[-36]C[81] '!R[16]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,37,,D37:D37,1,=F37/E37,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,37,,E37:E37,1,=ТЭПы!C29,=ТЭПы!R[-8]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,37,,G37:G37,1,=F37/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,38,Устройство УДС,D38:D38,1,=F38/E38,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,38,Устройство УДС,E38:E38,1,=ТЭПы!C35,=ТЭПы!R[-3]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,39,,C39:C39,1,='CF1 '!A55,='R[-38]C[81] '!R[16]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,39,,D39:D39,1,=F39/E39,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,39,,E39:E39,1,=ТЭПы!C35,=ТЭПы!R[-4]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,39,,G39:G39,1,=F39/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,40,,C40:C40,1,='CF1 '!A57,='R[-39]C[81] '!R[17]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,40,,D40:D40,1,=F40/E40,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,40,,E40:E40,1,=ТЭПы!C35,=ТЭПы!R[-5]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,40,,G40:G40,1,=F40/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,41,,C41:C41,1,='CF1 '!A59,='R[-40]C[81] '!R[18]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,41,,E41:E41,1,=ТЭПы!C35,=ТЭПы!R[-6]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,41,,G41:G41,1,=F41/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,42,,C42:C42,1,='CF1 '!A61,='R[-41]C[81] '!R[19]C[-2],F.CAPEX.ITEM_TOTAL,fix
Бюджет,42,,D42:D42,1,=(D32+D33+D34)*10%,=(R[-10]C[0]+R[-9]C[0]+R[-8]C[0])*10%,F.CAPEX.ITEM_TOTAL,fix
Бюджет,42,,E42:E42,1,=ТЭПы!C22+ТЭПы!C23,=ТЭПы!R[-20]C[-2]+ТЭПы!R[-19]C[-2],F.CAPEX.ITEM_TOTAL,fix
Бюджет,42,,F42:F42,1,=E42+D42,=R[0]C[-1]+R[0]C[-2],F.CAPEX.ITEM_TOTAL,fix
Бюджет,42,,G42:G42,1,=F42/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,43,,C43:C43,1,='CF1 '!A63,='R[-42]C[81] '!R[20]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,43,,D43:D43,1,=F43/E43,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,43,,E43:E43,1,='План продаж'!D25,='План продаж'!R[-18]C[-1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,43,,G43:G43,1,=F43/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,44,,C44:C44,1,='CF1 '!A65,='R[-43]C[81] '!R[21]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,44,,F44:F44,1,=E44*D44,=R[0]C[-1]*R[0]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,44,,G44:G44,1,=F44/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,45,,C45:C45,1,='CF1 '!A67,='R[-44]C[81] '!R[22]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,45,,G45:G45,1,=F45/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,46,Тех Надзор,F46:F46,1,=E46*D46,=R[0]C[-1]*R[0]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,46,Тех Надзор,G46:G46,1,=F46/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,47,,C47:C47,1,='CF1 '!A71,='R[-46]C[81] '!R[24]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,47,,D47:D47,1,=F47/E47,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,47,,E47:E47,1,=ТЭПы!C35,=ТЭПы!R[-12]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,47,,G47:G47,1,=F47/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,48,,C48:C48,1,='CF1 '!A73,='R[-47]C[81] '!R[25]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,48,,E48:E48,1,='План продаж'!D25,='План продаж'!R[-23]C[-1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,48,,G48:G48,1,=F48/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,49,,C49:C49,1,='CF1 '!A75,='R[-48]C[81] '!R[26]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,49,,D49:D49,1,=F49/E49,=R[0]C[2]/R[0]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,49,,E49:E49,1,='План продаж'!D25,='План продаж'!R[-24]C[-1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,49,,G49:G49,1,=F49/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,50,Коммерческие расходы,F50:F50,1,=SUM(F51:F52),=SUM(R[1]C[0]:R[2]C[0]),F.CAPEX.ITEM_TOTAL,replace
Бюджет,50,Коммерческие расходы,G50:G50,1,=F50/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,51,Маркетинг,E51:E51,1,=F12,=R[-39]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,51,Маркетинг,F51:F51,1,=8389618415.5/2,=8389618415.5/2,F.CAPEX.ITEM_TOTAL,replace
Бюджет,51,Маркетинг,G51:G51,1,=F51/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,52,Продажи,E52:E52,1,=F12,=R[-40]C[1],F.CAPEX.ITEM_TOTAL,replace
Бюджет,52,Продажи,F52:F52,1,=E52*D52,=R[0]C[-1]*R[0]C[-2],F.CAPEX.ITEM_TOTAL,replace
Бюджет,52,Продажи,G52:G52,1,=F52/$F$59,=R[0]C[-1]/R59C6,F.KPI.MARGIN,keep
Бюджет,53,Налоги,F53:F53,1,=SUM(F54:F55),=SUM(R[1]C[0]:R[2]C[0]),F.TAX.PAYMENTS,replace
Бюджет,54,НДС,E54:E54,1,=(F30+F23+F16)-'План продаж'!D60,=(R[-24]C[1]+R[-31]C[1]+R[-38]C[1])-'План продаж'!R[6]C[-1],F.TAX.VAT_PAYABLE,replace
Бюджет,54,НДС,G54:G54,1,=F54/$F$59,=R[0]C[-1]/R59C6,F.TAX.VAT_PAYABLE,replace
Бюджет,54,НДС,H54:H54,1,=F54/$F$12,=R[0]C[-2]/R12C6,F.TAX.VAT_PAYABLE,replace
Бюджет,55,Налог на прибыль,F55:F55,1,=M55,=R[0]C[7],F.TAX.PROFIT_TAX,replace
Бюджет,55,Налог на прибыль,G55:G55,1,=F55/$F$59,=R[0]C[-1]/R59C6,F.TAX.PROFIT_TAX,replace
Бюджет,55,Налог на прибыль,H55:H55,1,=F55/$F$12,=R[0]C[-2]/R12C6,F.TAX.PROFIT_TAX,replace
Бюджет,55,Налог на прибыль,J55:J55,1,=F12-F59-F65,=R[-43]C[-4]-R[4]C[-4]-R[10]C[-4],F.TAX.PROFIT_TAX,replace
Бюджет,55,Налог на прибыль,K55:K55,1,=J55*D55,=R[0]C[-1]*R[0]C[-7],F.TAX.PROFIT_TAX,replace
Бюджет,55,Налог на прибыль,M55:M55,1,=F12*5.7%,=R[-43]C[-7]*5.7%,F.TAX.PROFIT_TAX,replace
Бюджет,56,ПФ,F56:F56,1,=SUM(F57:F58),=SUM(R[1]C[0]:R[2]C[0]),F.FIN.INTEREST,keep
Бюджет,56,ПФ,G56:G56,1,=F56/$F$59,=R[0]C[-1]/R59C6,F.FIN.INTEREST,keep
Бюджет,57,,C57:C57,1,='CF1 '!A107,='R[-56]C[81] '!R[50]C[-2],F.FIN.INTEREST,keep
Бюджет,57,,F57:F57,1,=-'CF1 '!C107,=-'R[-56]C[78] '!R[50]C[-3],F.FIN.INTEREST,keep
Бюджет,59,ИТОГО Расходы,F59:F59,1,=F16+F20+F23+F30+F50+F54+F55+F56,=R[-43]C[0]+R[-39]C[0]+R[-36]C[0]+R[-29]C[0]+R[-9]C[0]+R[-5]C[0]+R[-4]C[0]+R[-3]C[0],F.CAPEX.TOTAL,fix
